user_id,program_id,day,attended_curriculum,attended_project,curriculum_hours_attended,project_hours_attended,zoom_minutes,assignments_completed,forum_messages,help_requests,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots
U00326,P001,13,1,1,2.56,2.18,196,1,2,1,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,14,1,1,4.15,2.47,261,1,0,2,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,15,1,1,4.28,2.2,278,1,2,2,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,16,1,1,2.58,2.63,191,1,0,0,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,17,1,1,4.34,1.66,160,1,2,1,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,18,0,0,2.37,1.37,72,0,7,1,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,19,1,1,3.31,2.83,276,1,2,1,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00326,P001,20,1,1,2.54,2.49,280,1,9,2,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5
U00331,P005,1,0,0,4.23,1.82,206,0,4,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,2,1,1,2.47,1.29,122,1,7,1,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,3,1,1,3.07,2.97,241,1,1,1,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,4,1,1,4.11,2.96,101,1,10,0,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,5,1,1,4.0,1.04,77,1,6,1,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,6,1,1,3.86,1.95,60,1,4,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,7,0,0,3.54,2.8,195,0,7,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,8,1,1,3.87,1.53,200,1,8,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,9,1,1,4.22,1.73,287,1,8,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,10,0,0,4.19,2.77,225,0,8,2,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,11,0,0,4.42,2.07,261,0,9,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,12,1,1,3.11,2.07,252,1,4,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,13,1,1,4.25,1.89,102,1,8,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,14,1,1,2.2,2.58,92,1,0,1,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,15,1,1,2.01,1.45,78,1,9,2,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,16,0,0,3.88,1.95,275,0,4,0,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,17,0,0,2.64,2.01,214,0,6,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,18,0,0,3.06,2.36,156,0,4,2,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,19,1,1,3.5,1.65,66,1,5,3,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00331,P005,20,0,0,4.02,2.81,110,0,0,1,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00332,P002,1,1,1,2.76,2.02,171,1,10,1,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,2,1,1,3.73,2.72,175,1,9,1,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,3,1,1,3.78,2.31,226,1,4,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,4,1,1,3.32,2.1,122,1,2,0,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,5,1,1,4.29,1.23,290,1,3,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,6,1,1,4.3,1.27,124,1,7,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,7,1,1,2.22,1.23,179,1,7,2,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,8,1,1,3.12,2.38,285,1,3,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,9,0,0,2.05,2.78,93,0,6,0,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,10,1,1,2.05,2.98,122,1,2,0,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,11,1,1,3.19,2.24,135,1,5,0,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,12,0,0,3.42,2.26,149,0,7,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,13,1,1,3.82,1.75,287,1,10,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,14,1,1,2.36,2.83,79,1,9,2,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,15,1,1,2.38,2.88,150,1,8,3,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,16,1,1,3.75,2.68,70,1,7,0,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,17,0,0,2.42,1.58,150,0,5,1,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,18,1,1,2.87,2.01,139,1,8,1,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,19,0,0,3.71,1.11,62,0,1,1,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00332,P002,20,1,1,2.45,2.46,250,1,8,2,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5
U00337,P004,1,1,1,2.2,2.57,75,1,0,1,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,2,1,1,4.43,2.16,221,1,8,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,3,1,1,2.8,1.76,66,1,7,3,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,4,1,1,3.23,2.31,145,1,9,3,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,5,0,0,2.26,2.95,148,0,9,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,6,1,1,3.87,1.51,132,1,5,0,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,7,1,1,2.53,2.46,265,1,8,0,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,8,0,0,3.62,2.52,286,0,7,3,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,9,1,1,3.84,2.85,170,1,8,0,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,10,1,1,3.69,1.74,230,1,8,0,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,11,0,0,3.89,2.74,99,0,6,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,12,0,0,2.07,1.33,229,0,7,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,13,1,1,2.74,1.47,96,1,2,1,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,14,0,0,2.74,2.43,83,0,9,3,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,15,1,1,2.78,1.48,130,1,6,1,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,16,1,1,4.13,1.66,70,1,0,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,17,0,0,4.48,2.36,63,0,2,1,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,18,1,1,2.85,2.3,167,1,9,1,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,19,1,1,4.18,2.99,166,1,2,3,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00337,P004,20,0,0,3.58,1.67,200,0,9,2,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5
U00339,P006,1,1,1,3.89,2.79,294,1,3,0,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,2,1,1,2.46,1.04,76,1,2,0,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,3,1,1,2.92,2.89,127,1,7,0,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,4,1,1,3.39,2.76,116,1,7,1,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,5,1,1,3.32,1.23,296,1,10,3,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,6,1,1,3.14,2.5,89,1,1,3,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,7,1,1,3.61,2.76,267,1,5,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,8,1,1,4.46,2.78,277,1,7,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,9,0,0,2.14,1.83,207,0,8,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,10,1,1,3.61,1.54,221,1,10,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,11,1,1,2.82,2.84,194,1,2,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,12,1,1,2.03,1.32,266,1,9,1,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,13,0,0,2.11,2.43,117,0,0,3,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,14,0,0,4.1,1.53,183,0,4,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,15,0,0,4.05,1.93,300,0,8,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,16,1,1,2.84,1.09,187,1,6,0,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,17,1,1,3.3,1.02,211,1,4,2,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,18,1,1,4.23,1.44,87,1,2,1,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,19,1,1,2.24,2.65,276,1,3,1,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00339,P006,20,1,1,2.64,2.92,178,1,2,0,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,1,1,1,2.35,2.18,238,1,8,2,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,2,1,1,4.25,1.56,165,1,6,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,3,1,1,2.29,1.92,205,1,5,2,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,4,1,1,2.79,1.97,80,1,3,1,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,5,1,1,3.25,2.66,219,1,7,0,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,6,1,1,4.43,1.19,258,1,5,0,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,7,1,1,3.97,2.63,171,1,6,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,8,0,0,3.0,2.25,99,0,6,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,9,1,1,3.65,1.76,67,1,5,2,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,10,1,1,2.27,1.08,90,1,4,1,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,11,1,1,3.22,2.13,184,1,7,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,12,1,1,2.34,1.9,210,1,3,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,13,1,1,4.09,2.97,170,1,3,2,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,14,1,1,3.32,2.26,122,1,9,1,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,15,1,1,3.35,2.28,146,1,2,2,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,16,1,1,3.77,2.28,211,1,6,0,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,17,1,1,3.81,2.62,85,1,1,0,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,18,1,1,3.86,1.2,263,1,0,1,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,19,1,1,2.73,1.81,198,1,6,3,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00349,P006,20,1,1,3.59,1.62,289,1,1,1,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00351,P008,1,1,1,4.39,1.18,73,1,0,3,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,2,0,0,3.68,2.23,105,0,0,1,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,3,1,1,3.83,2.73,134,1,5,2,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,4,1,1,3.94,1.46,230,1,9,0,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,5,1,1,3.6,2.08,70,1,2,2,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,6,0,0,3.47,2.77,144,0,1,0,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,7,1,1,3.67,2.23,209,1,1,0,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,8,1,1,3.41,1.42,217,1,0,1,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,9,1,1,4.0,2.52,262,1,2,3,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
U00351,P008,10,1,1,2.28,2.6,270,1,7,0,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5
