user_id,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot
U00306,student,Germany,UTC+1,Male,UG,AI,7,0,Spanish,Neural Coding,Slot 1
U00307,student,Canada,UTC-5,Female,PhD,Climate,2,0,English,Time Series,Slot 2
U00308,student,India,UTC+5:30,Non-binary,UG,Climate,0,0,Hindi,RL,Slot 2
U00309,student,Kenya,UTC+3,Female,Masters,CS,3,0,English,Time Series,Slot 5
U00310,ta,Germany,UTC+1,Non-binary,PhD,CS,6,0,Spanish,RL,Slot 2
U00311,student,India,UTC+5:30,Female,Masters,AI,2,0,French,Neural Coding,Slot 1
U00312,student,Kenya,UTC+3,Non-binary,PhD,CS,6,1,French,NLP,Slot 4
U00313,student,Japan,UTC+9,Male,PhD,Climate,6,0,French,CV,Slot 1
U00314,student,UK,UTC+0,Male,PhD,Climate,6,0,French,Time Series,Slot 2
U00315,student,India,UTC+5:30,Non-binary,Masters,Neuro,7,0,Spanish,CV,Slot 5
U00316,student,Canada,UTC-5,Female,PhD,Neuro,2,1,English,RL,Slot 1
U00317,student,Brazil,UTC-3,Male,Masters,Neuro,7,0,Spanish,Neural Coding,Slot 3
U00318,student,Canada,UTC-5,Male,Masters,Neuro,7,1,French,NLP,Slot 5
U00319,instructor,India,UTC+5:30,Female,PhD,Neuro,3,0,Spanish,Neural Coding,Slot 1
U00320,student,Japan,UTC+9,Female,UG,Climate,6,1,French,Time Series,Slot 1
U00321,student,Kenya,UTC+3,Female,PhD,AI,6,0,Spanish,CV,Slot 4
U00322,student,Brazil,UTC-3,Female,PhD,Neuro,2,0,Hindi,Time Series,Slot 5
U00323,student,Japan,UTC+9,Non-binary,PhD,AI,1,1,Spanish,Time Series,Slot 5
U00324,student,USA,UTC-5,Non-binary,Masters,Neuro,9,1,English,Climate,Slot 1
U00325,student,India,UTC+5:30,Non-binary,PhD,AI,6,0,Spanish,CV,Slot 3
U00326,student,Japan,UTC+9,Male,PhD,AI,5,0,Hindi,Neural Coding,Slot 5
U00327,student,Japan,UTC+9,Male,Masters,AI,4,0,Hindi,RL,Slot 5
U00328,ta,India,UTC+5:30,Non-binary,Masters,Neuro,5,0,English,RL,Slot 3
U00329,student,India,UTC+5:30,Non-binary,UG,CS,7,1,English,RL,Slot 3
U00330,student,USA,UTC-5,Non-binary,UG,CS,0,0,Hindi,Neural Coding,Slot 3
U00331,student,Canada,UTC-5,Male,UG,Climate,8,0,French,RL,Slot 4
U00332,student,Canada,UTC-5,Female,UG,AI,6,0,French,Neural Coding,Slot 2
U00333,student,Canada,UTC-5,Non-binary,UG,AI,3,0,English,Neural Coding,Slot 3
U00334,ta,Japan,UTC+9,Non-binary,PhD,Climate,1,0,Hindi,CV,Slot 2
U00335,student,Japan,UTC+9,Female,UG,Neuro,1,0,Spanish,Time Series,Slot 1
U00336,student,India,UTC+5:30,Non-binary,Masters,CS,8,0,Spanish,CV,Slot 1
U00337,student,USA,UTC-5,Non-binary,UG,Climate,8,0,English,CV,Slot 1
U00338,student,Canada,UTC-5,Female,UG,AI,4,0,English,CV,Slot 5
U00339,student,Kenya,UTC+3,Male,PhD,Neuro,8,0,French,CV,Slot 3
U00340,student,Brazil,UTC-3,Non-binary,PhD,AI,1,0,Hindi,NLP,Slot 3
U00341,student,India,UTC+5:30,Non-binary,PhD,AI,6,0,Hindi,Climate,Slot 4
U00342,student,India,UTC+5:30,Female,PhD,Climate,4,0,French,Time Series,Slot 4
U00343,student,Canada,UTC-5,Male,Masters,Climate,1,0,Spanish,Climate,Slot 4
U00344,student,Germany,UTC+1,Male,Masters,AI,2,0,Hindi,Neural Coding,Slot 5
U00345,student,Canada,UTC-5,Female,PhD,AI,4,1,Hindi,CV,Slot 3
U00346,student,Germany,UTC+1,Female,PhD,CS,3,0,Hindi,NLP,Slot 1
U00347,student,Germany,UTC+1,Male,Masters,Climate,2,1,English,Neural Coding,Slot 2
U00348,student,Germany,UTC+1,Female,UG,Neuro,7,1,French,Neural Coding,Slot 2
U00349,student,Germany,UTC+1,Non-binary,UG,Climate,0,0,Spanish,Time Series,Slot 5
U00350,student,Germany,UTC+1,Female,UG,Neuro,2,0,French,RL,Slot 4
U00351,student,UK,UTC+0,Female,Masters,Neuro,1,0,Hindi,RL,Slot 1
U00352,student,Japan,UTC+9,Female,UG,Neuro,8,0,French,RL,Slot 1
U00353,student,Germany,UTC+1,Non-binary,UG,CS,8,0,French,Climate,Slot 5
U00354,student,Canada,UTC-5,Female,UG,AI,8,0,French,CV,Slot 4
U00355,student,Germany,UTC+1,Female,PhD,Neuro,4,0,French,RL,Slot 4
U00356,instructor,Japan,UTC+9,Male,PhD,Neuro,5,0,Spanish,CV,Slot 5
U00357,student,Japan,UTC+9,Male,PhD,CS,0,0,English,Neural Coding,Slot 1
U00358,instructor,India,UTC+5:30,Female,UG,AI,6,0,English,Time Series,Slot 2
U00359,student,India,UTC+5:30,Male,PhD,Climate,7,0,French,Neural Coding,Slot 5
U00360,student,Japan,UTC+9,Non-binary,Masters,CS,0,0,English,Climate,Slot 5
U00361,student,Canada,UTC-5,Male,UG,Neuro,5,1,French,Neural Coding,Slot 5
U00362,ta,Canada,UTC-5,Male,UG,CS,9,0,Spanish,CV,Slot 2
U00363,student,Kenya,UTC+3,Female,Masters,Climate,9,0,English,NLP,Slot 4
U00364,instructor,Japan,UTC+9,Non-binary,UG,AI,9,0,French,Time Series,Slot 1
U00365,ta,India,UTC+5:30,Male,Masters,Climate,4,0,Hindi,Climate,Slot 4
U00366,student,India,UTC+5:30,Non-binary,UG,AI,7,1,English,RL,Slot 4
U00367,ta,UK,UTC+0,Non-binary,UG,CS,1,0,Spanish,CV,Slot 5
U00368,student,Japan,UTC+9,Female,UG,CS,2,0,French,Climate,Slot 5
U00369,student,India,UTC+5:30,Male,Masters,CS,0,0,Spanish,Climate,Slot 2
U00370,student,Canada,UTC-5,Male,Masters,AI,1,1,Spanish,Climate,Slot 4
U00371,student,UK,UTC+0,Female,PhD,AI,9,0,English,Climate,Slot 3
U00372,student,India,UTC+5:30,Male,Masters,AI,7,0,English,NLP,Slot 5
U00373,student,Canada,UTC-5,Female,UG,Neuro,8,0,Hindi,RL,Slot 2
U00374,student,UK,UTC+0,Non-binary,Masters,Climate,9,1,Spanish,Time Series,Slot 5
U00375,student,Canada,UTC-5,Male,PhD,Neuro,2,1,Spanish,Time Series,Slot 1
U00376,student,USA,UTC-5,Female,UG,Climate,6,0,Spanish,Time Series,Slot 4
U00377,student,UK,UTC+0,Female,UG,CS,2,0,English,NLP,Slot 4
U00378,student,UK,UTC+0,Female,UG,AI,0,0,English,CV,Slot 4
U00379,student,Japan,UTC+9,Non-binary,PhD,Climate,8,0,English,Neural Coding,Slot 1
U00380,student,UK,UTC+0,Non-binary,UG,Neuro,8,0,Hindi,Neural Coding,Slot 3
U00381,student,Canada,UTC-5,Female,UG,AI,6,0,Spanish,Time Series,Slot 4
U00382,student,Brazil,UTC-3,Male,Masters,Neuro,0,0,French,RL,Slot 2
U00383,student,USA,UTC-5,Male,Masters,Neuro,1,0,Hindi,NLP,Slot 4
U00384,student,USA,UTC-5,Female,Masters,AI,8,0,Hindi,Climate,Slot 5
U00385,ta,Germany,UTC+1,Female,UG,AI,8,0,French,Neural Coding,Slot 4
U00386,student,UK,UTC+0,Non-binary,Masters,Neuro,3,0,Hindi,NLP,Slot 4
U00387,ta,Brazil,UTC-3,Female,Masters,AI,4,0,Hindi,NLP,Slot 2
U00388,student,Canada,UTC-5,Female,Masters,Climate,7,1,Spanish,NLP,Slot 4
U00389,student,Kenya,UTC+3,Female,Masters,CS,1,0,Spanish,Climate,Slot 5
U00390,instructor,Brazil,UTC-3,Non-binary,PhD,CS,7,1,Hindi,Time Series,Slot 2
U00391,student,Japan,UTC+9,Female,PhD,CS,4,1,Hindi,Time Series,Slot 4
U00392,student,Brazil,UTC-3,Non-binary,Masters,AI,1,0,French,Time Series,Slot 2
U00393,student,Canada,UTC-5,Female,UG,Climate,9,0,Hindi,Climate,Slot 4
U00394,student,Canada,UTC-5,Non-binary,UG,Neuro,4,0,English,Neural Coding,Slot 2
U00395,student,UK,UTC+0,Male,PhD,CS,8,1,Hindi,NLP,Slot 4
U00396,instructor,USA,UTC-5,Male,UG,Neuro,9,0,Spanish,Climate,Slot 5
U00397,student,Germany,UTC+1,Female,Masters,Climate,0,0,Hindi,Time Series,Slot 5
U00398,student,Brazil,UTC-3,Female,UG,Climate,5,0,English,NLP,Slot 4
U00399,student,USA,UTC-5,Male,PhD,AI,8,0,French,NLP,Slot 3
U00400,student,Japan,UTC+9,Male,PhD,Climate,1,0,French,RL,Slot 1
U00401,student,Japan,UTC+9,Non-binary,PhD,Climate,8,0,French,Neural Coding,Slot 3
U00402,ta,India,UTC+5:30,Non-binary,UG,CS,9,1,French,Time Series,Slot 1
U00403,student,Brazil,UTC-3,Non-binary,UG,AI,4,0,Spanish,NLP,Slot 5
U00404,student,Canada,UTC-5,Female,UG,Climate,5,0,Spanish,CV,Slot 4
U00405,student,Canada,UTC-5,Male,PhD,AI,9,0,Hindi,Climate,Slot 4
U00406,instructor,Canada,UTC-5,Male,PhD,AI,4,1,Spanish,NLP,Slot 1
U00407,student,USA,UTC-5,Non-binary,UG,Neuro,2,1,French,CV,Slot 4
U00408,student,USA,UTC-5,Female,PhD,Climate,1,0,French,Climate,Slot 4
U00409,ta,Canada,UTC-5,Non-binary,UG,Neuro,0,1,French,RL,Slot 5
U00410,student,Brazil,UTC-3,Non-binary,PhD,Neuro,7,0,English,Time Series,Slot 2
U00411,student,UK,UTC+0,Male,UG,Neuro,8,0,English,CV,Slot 3
U00412,student,Brazil,UTC-3,Non-binary,Masters,Climate,4,0,Spanish,Climate,Slot 4
U00413,student,Canada,UTC-5,Male,Masters,AI,5,0,Spanish,RL,Slot 3
U00414,ta,Brazil,UTC-3,Male,Masters,Climate,9,0,English,NLP,Slot 1
U00415,ta,Japan,UTC+9,Male,UG,Climate,9,0,Hindi,RL,Slot 4
U00416,student,Canada,UTC-5,Non-binary,Masters,Climate,6,0,Spanish,Neural Coding,Slot 5
U00417,student,India,UTC+5:30,Male,Masters,CS,6,0,French,CV,Slot 5
U00418,student,Kenya,UTC+3,Male,Masters,Climate,0,0,English,Climate,Slot 1
U00419,student,Kenya,UTC+3,Non-binary,Masters,CS,1,0,Hindi,Climate,Slot 2
U00420,student,Canada,UTC-5,Male,PhD,AI,2,0,French,Neural Coding,Slot 4
U00421,student,Kenya,UTC+3,Female,UG,Climate,6,0,English,CV,Slot 2
U00422,instructor,UK,UTC+0,Non-binary,PhD,Climate,4,0,Spanish,Climate,Slot 2
U00423,ta,Germany,UTC+1,Male,UG,Neuro,3,0,French,Climate,Slot 5
U00424,student,Brazil,UTC-3,Female,PhD,Neuro,0,0,French,Climate,Slot 3
U00425,student,USA,UTC-5,Male,Masters,CS,5,0,French,Time Series,Slot 2
U00426,student,Brazil,UTC-3,Male,UG,Neuro,1,1,Spanish,Time Series,Slot 4
U00427,instructor,Japan,UTC+9,Male,PhD,Neuro,3,0,Hindi,RL,Slot 4
U00428,student,USA,UTC-5,Non-binary,UG,Climate,6,0,French,Time Series,Slot 3
U00429,student,Japan,UTC+9,Female,Masters,CS,2,0,English,Time Series,Slot 4
U00430,student,UK,UTC+0,Male,PhD,Climate,1,0,Spanish,RL,Slot 2
U00431,instructor,Japan,UTC+9,Female,Masters,Neuro,0,0,French,Climate,Slot 5
U00432,ta,Brazil,UTC-3,Non-binary,Masters,Neuro,6,1,English,Neural Coding,Slot 1
U00433,student,Japan,UTC+9,Male,UG,AI,1,0,Hindi,RL,Slot 1
U00434,student,Canada,UTC-5,Male,PhD,AI,2,1,French,CV,Slot 3
U00435,student,USA,UTC-5,Non-binary,Masters,Neuro,4,1,English,NLP,Slot 2
U00436,ta,India,UTC+5:30,Female,PhD,Neuro,3,0,Spanish,RL,Slot 1
U00437,student,USA,UTC-5,Male,UG,Climate,2,0,English,CV,Slot 5
U00438,student,Germany,UTC+1,Non-binary,PhD,Climate,5,0,English,Neural Coding,Slot 3
U00439,student,USA,UTC-5,Female,PhD,AI,0,0,Hindi,Neural Coding,Slot 2
U00440,student,Canada,UTC-5,Male,PhD,CS,7,0,English,NLP,Slot 3
U00441,student,Kenya,UTC+3,Male,Masters,AI,4,0,Spanish,Neural Coding,Slot 5
U00442,student,India,UTC+5:30,Non-binary,PhD,AI,1,0,Hindi,NLP,Slot 2
U00443,student,Brazil,UTC-3,Female,PhD,Climate,4,1,Spanish,Neural Coding,Slot 1
U00444,instructor,Brazil,UTC-3,Male,PhD,Climate,3,0,French,RL,Slot 3
U00445,student,Brazil,UTC-3,Male,Masters,CS,6,0,Spanish,Climate,Slot 5
U00446,student,Kenya,UTC+3,Non-binary,UG,Neuro,3,0,Spanish,Climate,Slot 5
U00447,student,Germany,UTC+1,Non-binary,Masters,Neuro,5,0,English,CV,Slot 4
U00448,student,Canada,UTC-5,Male,UG,Climate,7,0,English,Climate,Slot 1
U00449,instructor,UK,UTC+0,Female,UG,Climate,0,0,Hindi,NLP,Slot 5
U00450,student,Brazil,UTC-3,Female,UG,CS,1,0,English,Neural Coding,Slot 3
U00451,student,Germany,UTC+1,Male,UG,Climate,8,1,French,Time Series,Slot 5
U00452,student,Canada,UTC-5,Female,PhD,Climate,7,0,English,Time Series,Slot 5
U00453,student,Brazil,UTC-3,Female,UG,Neuro,8,0,English,Climate,Slot 2
U00454,instructor,Brazil,UTC-3,Non-binary,Masters,Climate,5,0,English,NLP,Slot 4
U00455,student,Germany,UTC+1,Male,UG,CS,9,0,Hindi,Neural Coding,Slot 4
U00456,ta,India,UTC+5:30,Female,PhD,AI,0,0,English,Neural Coding,Slot 2
U00457,student,India,UTC+5:30,Male,Masters,Neuro,0,1,French,CV,Slot 3
U00458,student,Brazil,UTC-3,Non-binary,Masters,CS,6,0,English,NLP,Slot 4
U00459,student,Kenya,UTC+3,Non-binary,UG,Neuro,9,1,English,RL,Slot 4
U00460,student,UK,UTC+0,Male,Masters,AI,6,0,French,CV,Slot 3
U00461,instructor,USA,UTC-5,Non-binary,PhD,CS,2,1,Spanish,Time Series,Slot 5
U00462,student,India,UTC+5:30,Male,UG,AI,8,0,English,RL,Slot 3
U00463,student,Canada,UTC-5,Male,UG,CS,1,1,Hindi,CV,Slot 3
U00464,ta,Germany,UTC+1,Female,PhD,Neuro,3,0,French,Neural Coding,Slot 5
U00465,student,UK,UTC+0,Male,PhD,CS,6,0,Spanish,CV,Slot 5
U00466,student,India,UTC+5:30,Female,UG,Climate,5,1,French,NLP,Slot 3
U00467,student,USA,UTC-5,Non-binary,Masters,CS,2,0,French,CV,Slot 3
U00468,student,Kenya,UTC+3,Non-binary,PhD,AI,1,0,Hindi,NLP,Slot 5
U00469,student,Japan,UTC+9,Male,PhD,AI,8,1,Spanish,Neural Coding,Slot 4
U00470,student,India,UTC+5:30,Male,PhD,Neuro,6,0,English,NLP,Slot 1
U00471,student,Canada,UTC-5,Non-binary,PhD,Neuro,6,0,English,CV,Slot 5
U00472,student,Germany,UTC+1,Female,Masters,CS,1,0,Spanish,Time Series,Slot 3
U00473,student,USA,UTC-5,Male,UG,Climate,4,1,French,RL,Slot 1
U00474,instructor,USA,UTC-5,Non-binary,UG,Climate,2,0,English,Climate,Slot 5
U00475,student,India,UTC+5:30,Female,PhD,AI,5,0,Spanish,NLP,Slot 3
U00476,student,UK,UTC+0,Female,PhD,Neuro,0,1,French,RL,Slot 3
U00477,student,Germany,UTC+1,Male,UG,AI,7,0,English,CV,Slot 1
U00478,student,Brazil,UTC-3,Female,Masters,Neuro,3,0,Hindi,Neural Coding,Slot 5
U00479,student,UK,UTC+0,Male,Masters,Neuro,2,0,Hindi,NLP,Slot 1
U00480,student,USA,UTC-5,Male,PhD,Neuro,4,0,English,CV,Slot 3
U00481,student,Brazil,UTC-3,Male,PhD,AI,1,0,French,RL,Slot 5
U00482,student,India,UTC+5:30,Non-binary,Masters,Neuro,2,0,Spanish,Neural Coding,Slot 4
U00483,ta,Japan,UTC+9,Non-binary,PhD,AI,2,0,English,RL,Slot 1
U00484,student,Brazil,UTC-3,Male,UG,CS,0,0,Spanish,CV,Slot 2
U00485,student,Canada,UTC-5,Female,PhD,CS,6,0,French,Neural Coding,Slot 1
U00486,student,USA,UTC-5,Male,PhD,Climate,1,0,Spanish,Neural Coding,Slot 3
U00487,ta,USA,UTC-5,Male,Masters,CS,8,0,Spanish,Climate,Slot 4
U00488,ta,Canada,UTC-5,Female,UG,Climate,7,0,Hindi,CV,Slot 3
U00489,student,Germany,UTC+1,Male,Masters,Neuro,6,0,Hindi,CV,Slot 1
U00490,student,Germany,UTC+1,Non-binary,Masters,Climate,8,0,Hindi,Climate,Slot 4
U00491,ta,India,UTC+5:30,Male,Masters,Climate,4,0,Spanish,RL,Slot 2
U00492,student,Germany,UTC+1,Non-binary,PhD,CS,7,0,Hindi,Time Series,Slot 3
U00493,student,Japan,UTC+9,Non-binary,Masters,Neuro,9,0,French,RL,Slot 3
U00494,student,Brazil,UTC-3,Male,Masters,AI,9,0,English,NLP,Slot 1
U00495,student,Japan,UTC+9,Non-binary,Masters,AI,8,0,Spanish,Neural Coding,Slot 2
U00496,student,Germany,UTC+1,Female,PhD,CS,0,0,Spanish,Climate,Slot 4
U00497,student,UK,UTC+0,Male,UG,AI,8,0,French,Time Series,Slot 3
U00498,student,India,UTC+5:30,Non-binary,PhD,Neuro,4,0,Spanish,Climate,Slot 2
U00499,student,Japan,UTC+9,Non-binary,Masters,AI,7,0,Hindi,Neural Coding,Slot 1
U00500,ta,India,UTC+5:30,Male,PhD,AI,3,0,English,Climate,Slot 4
U00501,student,India,UTC+5:30,Female,PhD,AI,4,1,Spanish,NLP,Slot 2
U00502,student,UK,UTC+0,Male,UG,AI,6,0,Spanish,Neural Coding,Slot 5
U00503,student,UK,UTC+0,Male,Masters,Climate,4,0,English,NLP,Slot 3
U00504,student,UK,UTC+0,Male,UG,Climate,9,0,Hindi,Time Series,Slot 3
U00505,student,Brazil,UTC-3,Non-binary,PhD,Neuro,1,0,Spanish,Time Series,Slot 5
U00506,instructor,Brazil,UTC-3,Female,Masters,Neuro,6,0,Spanish,CV,Slot 1
U00507,student,Canada,UTC-5,Non-binary,UG,AI,1,0,French,Climate,Slot 2
U00508,student,USA,UTC-5,Female,UG,Neuro,6,0,English,CV,Slot 3
U00509,student,UK,UTC+0,Male,PhD,CS,1,0,French,RL,Slot 1
U00510,student,Kenya,UTC+3,Male,UG,CS,1,0,French,NLP,Slot 1
U00511,student,India,UTC+5:30,Male,Masters,Climate,5,1,Hindi,CV,Slot 4
U00512,student,Japan,UTC+9,Female,Masters,Climate,1,0,English,RL,Slot 5
U00513,instructor,Germany,UTC+1,Male,Masters,CS,9,0,English,NLP,Slot 1
U00514,student,UK,UTC+0,Female,UG,CS,9,1,French,CV,Slot 4
U00515,student,Brazil,UTC-3,Non-binary,UG,CS,7,0,French,Climate,Slot 5
U00516,ta,Japan,UTC+9,Non-binary,UG,Climate,0,0,Spanish,Climate,Slot 4
U00517,student,Brazil,UTC-3,Male,UG,Neuro,4,0,Spanish,CV,Slot 4
U00518,student,Kenya,UTC+3,Non-binary,Masters,Neuro,1,1,Spanish,Neural Coding,Slot 1
U00519,student,Canada,UTC-5,Non-binary,PhD,Climate,8,1,Spanish,Neural Coding,Slot 3
U00520,instructor,India,UTC+5:30,Female,UG,Neuro,8,0,Hindi,CV,Slot 1
U00521,student,India,UTC+5:30,Male,UG,Neuro,3,0,English,RL,Slot 1
U00522,student,Kenya,UTC+3,Female,Masters,Climate,3,0,French,Neural Coding,Slot 5
U00523,student,Canada,UTC-5,Male,Masters,Climate,1,1,French,CV,Slot 4
U00524,student,India,UTC+5:30,Female,Masters,Climate,0,0,French,CV,Slot 3
U00525,student,India,UTC+5:30,Male,PhD,CS,8,0,English,Time Series,Slot 3
U00526,student,Canada,UTC-5,Non-binary,UG,CS,9,0,Hindi,Climate,Slot 4
U00527,student,Japan,UTC+9,Non-binary,UG,Climate,8,0,French,Neural Coding,Slot 4
U00528,student,India,UTC+5:30,Non-binary,PhD,AI,2,0,English,RL,Slot 2
U00529,student,Brazil,UTC-3,Male,UG,AI,2,0,English,RL,Slot 1
U00530,student,Canada,UTC-5,Male,PhD,AI,1,0,French,NLP,Slot 1
U00531,student,USA,UTC-5,Female,PhD,Climate,9,1,French,NLP,Slot 5
U00532,student,Japan,UTC+9,Male,PhD,Climate,4,1,English,RL,Slot 2
U00533,student,Brazil,UTC-3,Non-binary,PhD,CS,4,0,English,Climate,Slot 1
U00534,student,Kenya,UTC+3,Non-binary,Masters,Climate,3,0,French,RL,Slot 4
U00535,student,Japan,UTC+9,Male,UG,Neuro,5,0,Hindi,CV,Slot 5
U00536,student,Canada,UTC-5,Male,Masters,Neuro,4,0,Spanish,Neural Coding,Slot 4
U00537,student,Kenya,UTC+3,Female,UG,Neuro,4,1,French,NLP,Slot 3
U00538,student,Japan,UTC+9,Non-binary,PhD,CS,2,0,Spanish,CV,Slot 3
U00539,ta,Japan,UTC+9,Female,Masters,Climate,5,0,English,CV,Slot 4
U00540,student,Germany,UTC+1,Female,PhD,Climate,3,0,French,Neural Coding,Slot 5
U00541,student,Brazil,UTC-3,Male,Masters,Climate,2,0,Spanish,Climate,Slot 5
U00542,student,India,UTC+5:30,Male,UG,AI,1,0,English,CV,Slot 1
U00543,instructor,Japan,UTC+9,Male,Masters,AI,9,0,French,NLP,Slot 4
U00544,student,Canada,UTC-5,Non-binary,UG,CS,9,0,Spanish,NLP,Slot 4
U00545,student,Japan,UTC+9,Male,Masters,Neuro,7,0,French,CV,Slot 3
U00546,student,USA,UTC-5,Female,UG,Climate,7,1,English,CV,Slot 5
U00547,student,Germany,UTC+1,Male,PhD,AI,6,1,Spanish,NLP,Slot 4
U00548,student,India,UTC+5:30,Non-binary,UG,Climate,9,0,Spanish,Time Series,Slot 2
U00549,student,India,UTC+5:30,Male,Masters,Neuro,5,1,French,RL,Slot 4
U00550,ta,UK,UTC+0,Female,Masters,AI,8,0,Hindi,NLP,Slot 5
U00551,student,Canada,UTC-5,Non-binary,UG,CS,7,0,French,Climate,Slot 5
U00552,student,Kenya,UTC+3,Female,PhD,CS,7,0,Hindi,Neural Coding,Slot 3
U00553,student,Kenya,UTC+3,Non-binary,Masters,Neuro,4,0,French,Time Series,Slot 3
U00554,student,Germany,UTC+1,Male,PhD,AI,3,0,English,Climate,Slot 4
U00555,student,UK,UTC+0,Non-binary,UG,CS,1,0,Hindi,NLP,Slot 3
U00556,student,Canada,UTC-5,Female,Masters,CS,6,0,Spanish,NLP,Slot 2
U00557,student,Japan,UTC+9,Non-binary,Masters,Neuro,2,1,Spanish,Time Series,Slot 5
U00558,student,Brazil,UTC-3,Female,UG,Climate,4,0,Spanish,Time Series,Slot 3
U00559,student,Brazil,UTC-3,Non-binary,Masters,CS,2,0,Spanish,NLP,Slot 2
U00560,student,Kenya,UTC+3,Female,Masters,Neuro,9,0,French,Climate,Slot 3
U00561,student,Japan,UTC+9,Male,Masters,CS,8,0,English,RL,Slot 2
U00562,instructor,USA,UTC-5,Non-binary,Masters,Neuro,2,0,Hindi,Neural Coding,Slot 2
U00563,student,Brazil,UTC-3,Male,Masters,Climate,9,0,Hindi,CV,Slot 3
U00564,student,Brazil,UTC-3,Male,Masters,Neuro,0,0,Spanish,NLP,Slot 1
U00565,student,India,UTC+5:30,Female,Masters,AI,2,0,Spanish,Climate,Slot 2
U00566,student,Japan,UTC+9,Male,UG,Climate,6,0,Hindi,RL,Slot 4
U00567,student,Japan,UTC+9,Female,UG,CS,4,1,Spanish,Time Series,Slot 3
U00568,student,India,UTC+5:30,Female,PhD,AI,7,0,English,Time Series,Slot 1
U00569,student,Germany,UTC+1,Male,PhD,Neuro,6,0,French,CV,Slot 1
U00570,student,Canada,UTC-5,Non-binary,PhD,Neuro,1,0,Spanish,Neural Coding,Slot 1
U00571,student,Kenya,UTC+3,Female,Masters,Neuro,4,0,Hindi,Time Series,Slot 2
U00572,student,UK,UTC+0,Female,Masters,AI,2,0,Spanish,RL,Slot 1
U00573,student,Germany,UTC+1,Male,PhD,AI,2,0,Spanish,Time Series,Slot 1
U00574,student,Brazil,UTC-3,Male,Masters,CS,1,0,Hindi,Time Series,Slot 3
U00575,instructor,India,UTC+5:30,Non-binary,UG,CS,6,0,English,Neural Coding,Slot 1
U00576,student,Canada,UTC-5,Female,Masters,CS,9,1,French,RL,Slot 2
U00577,student,Germany,UTC+1,Non-binary,PhD,CS,8,0,French,RL,Slot 1
U00578,student,Kenya,UTC+3,Non-binary,PhD,AI,8,1,Hindi,Neural Coding,Slot 5
U00579,student,USA,UTC-5,Female,UG,CS,7,0,Hindi,CV,Slot 5
U00580,ta,Germany,UTC+1,Female,PhD,AI,6,0,French,Time Series,Slot 4
U00581,student,Kenya,UTC+3,Male,UG,Climate,4,0,Spanish,Time Series,Slot 4
U00582,student,UK,UTC+0,Male,UG,CS,0,1,English,Neural Coding,Slot 5
U00583,student,Japan,UTC+9,Male,UG,CS,5,0,English,NLP,Slot 2
U00584,student,Japan,UTC+9,Female,Masters,Climate,0,0,English,Neural Coding,Slot 2
U00585,student,India,UTC+5:30,Female,Masters,Neuro,3,0,Hindi,Time Series,Slot 1
U00586,student,USA,UTC-5,Male,UG,AI,0,0,Spanish,NLP,Slot 3
U00587,student,Japan,UTC+9,Non-binary,Masters,CS,8,0,French,NLP,Slot 2
U00588,ta,USA,UTC-5,Female,Masters,Climate,8,0,French,RL,Slot 4
U00589,student,Canada,UTC-5,Non-binary,UG,CS,6,1,Spanish,Time Series,Slot 1
U00590,ta,Brazil,UTC-3,Male,Masters,Climate,5,1,Hindi,CV,Slot 5
U00591,student,Canada,UTC-5,Female,PhD,CS,5,0,Spanish,RL,Slot 4
U00592,student,USA,UTC-5,Female,Masters,CS,0,0,English,NLP,Slot 3
U00593,student,India,UTC+5:30,Non-binary,PhD,AI,2,0,French,Climate,Slot 5
U00594,student,USA,UTC-5,Female,PhD,AI,5,0,Hindi,NLP,Slot 4
U00595,student,Brazil,UTC-3,Non-binary,PhD,CS,8,0,English,Time Series,Slot 2
U00596,student,Japan,UTC+9,Female,UG,CS,1,0,Hindi,NLP,Slot 2
U00597,instructor,UK,UTC+0,Female,UG,AI,1,0,Hindi,RL,Slot 2
U00598,student,USA,UTC-5,Female,Masters,Climate,8,0,English,RL,Slot 4
U00599,student,UK,UTC+0,Male,Masters,CS,0,0,English,RL,Slot 4
U00600,student,India,UTC+5:30,Non-binary,PhD,CS,3,0,English,Climate,Slot 5
U00601,student,Kenya,UTC+3,Non-binary,PhD,AI,8,0,Hindi,NLP,Slot 3
U00602,student,India,UTC+5:30,Male,Masters,Neuro,4,0,Hindi,Time Series,Slot 3
U00603,student,Japan,UTC+9,Male,UG,AI,3,0,English,NLP,Slot 3
U00604,student,Kenya,UTC+3,Non-binary,PhD,Neuro,3,0,English,Neural Coding,Slot 2
U00605,student,Japan,UTC+9,Male,PhD,Climate,5,0,English,NLP,Slot 5
U00606,student,Germany,UTC+1,Male,UG,Climate,1,0,Spanish,RL,Slot 2
U00607,student,UK,UTC+0,Male,Masters,CS,2,0,English,RL,Slot 4
U00608,student,Brazil,UTC-3,Female,UG,CS,8,0,Hindi,Climate,Slot 4
U00609,instructor,Brazil,UTC-3,Non-binary,PhD,AI,7,0,Spanish,Neural Coding,Slot 4
U00610,student,UK,UTC+0,Non-binary,Masters,Climate,8,0,Spanish,NLP,Slot 4
U00611,student,UK,UTC+0,Female,Masters,AI,2,0,Spanish,RL,Slot 5
U00612,student,Kenya,UTC+3,Non-binary,PhD,Neuro,0,0,Spanish,CV,Slot 2
