application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status
A000229,U00266,P004,2026-03-01,61.4858622908306,48.85983884750419,42.30638951271968,63,Research,Slot 5,0,1,rejected
A000230,U00268,P008,2026-03-01,54.062839414646376,61.082668228289315,71.18992692547002,75,Research,Slot 5,0,1,rejected
A000231,U00269,P004,2026-03-01,39.07466794250844,34.946979389916564,73.98675083770104,70,Research,Slot 2,0,1,rejected
A000232,U00270,P007,2026-03-01,56.61401603385012,52.34915247519441,99.18648020816906,48,Research,Slot 3,1,0,accepted
A000233,U00271,P004,2026-03-01,58.636691575343164,71.4955326373281,49.48131136230098,47,Research,Slot 3,0,1,rejected
A000234,U00273,P006,2026-03-01,51.66778134547121,44.141241730520505,88.3348457717698,43,Research,Slot 5,0,1,rejected
A000235,U00274,P007,2026-03-01,67.34180793535135,31.607894471538838,53.253683230424265,62,Research,Slot 5,0,1,rejected
A000236,U00275,P004,2026-03-01,73.2469870497305,48.44392071687059,94.07822500017595,63,Research,Slot 4,1,0,accepted
A000237,U00276,P005,2026-03-01,50.81884827565481,34.168126710303035,55.21840655474438,89,Research,Slot 4,0,1,rejected
A000238,U00277,P004,2026-03-01,59.86538545414348,58.646371839029605,86.14475959795496,48,Research,Slot 3,1,0,accepted
A000239,U00278,P001,2026-03-01,74.89802631571354,41.89511417626683,55.50536342792911,58,Research,Slot 2,0,1,rejected
A000240,U00279,P004,2026-03-01,53.956817187251616,40.118140767641925,60.35340547795458,69,Research,Slot 1,0,1,rejected
A000241,U00280,P001,2026-03-01,65.30975661964091,28.217886802685697,81.66370545669253,49,Research,Slot 3,0,1,rejected
A000242,U00282,P001,2026-03-01,33.75182943625888,75.49009708717722,89.70533036492992,75,Research,Slot 2,1,0,accepted
A000243,U00283,P002,2026-03-01,77.87420855466428,39.67655161622391,85.42570341379033,66,Research,Slot 4,1,0,accepted
A000244,U00284,P006,2026-03-01,46.34859323143198,42.894699206737926,91.25298192232991,55,Research,Slot 3,0,1,rejected
A000245,U00286,P002,2026-03-01,61.50910963625069,50.446077244342895,64.65759728037074,53,Research,Slot 5,0,1,rejected
A000246,U00287,P007,2026-03-01,68.68663042355715,33.166553054271674,100.0,54,Research,Slot 4,1,0,accepted
A000247,U00288,P003,2026-03-01,56.25346032188352,50.53540630615501,82.77890038067414,43,Research,Slot 5,0,1,rejected
A000248,U00292,P001,2026-03-01,70.35736507429506,43.38843315345847,79.71609563251387,87,Research,Slot 3,0,1,rejected
A000249,U00293,P004,2026-03-01,66.03790520277894,46.08123234613134,100.0,48,Research,Slot 1,1,0,accepted
A000250,U00294,P004,2026-03-01,72.64468490678105,46.17509841087155,79.82235690923046,47,Research,Slot 4,1,0,accepted
A000251,U00295,P001,2026-03-01,54.07498106198077,20.0,92.99919434193319,84,Research,Slot 2,0,1,rejected
A000252,U00296,P001,2026-03-01,49.86631992408676,31.644535892116846,72.54811875599614,85,Research,Slot 4,0,1,rejected
A000253,U00298,P001,2026-03-01,60.09120719501876,45.784577843406815,38.36345859562606,49,Research,Slot 2,0,1,rejected
A000254,U00300,P002,2026-03-01,54.97883820135955,39.92750141544039,90.53737513299869,64,Research,Slot 2,0,1,rejected
A000255,U00301,P001,2026-03-01,64.7135249082773,46.32682353331482,89.69548066889097,86,Research,Slot 2,1,0,accepted
A000256,U00302,P007,2026-03-01,56.146299993490956,58.808673306940776,62.24610041181926,41,Research,Slot 1,0,1,rejected
A000257,U00303,P008,2026-03-01,58.260649283795715,63.98530274707163,97.35292514850424,84,Research,Slot 3,1,0,accepted
A000258,U00304,P002,2026-03-01,50.82844508628952,56.69808098009338,95.96849794605842,67,Research,Slot 2,1,0,accepted
A000259,U00305,P003,2026-03-01,49.70188151458155,48.766559359538896,46.81251684753867,63,Research,Slot 5,0,1,rejected
A000260,U00306,P005,2026-03-01,50.804775338605495,64.49156603396452,88.09047443032654,43,Research,Slot 1,1,0,accepted
A000261,U00307,P004,2026-03-01,88.43947396525681,60.87102362015743,61.696317061856206,84,Research,Slot 2,1,0,accepted
A000262,U00308,P005,2026-03-01,49.12856499762701,44.38476142785269,53.15244926570855,46,Research,Slot 2,0,1,rejected
A000263,U00309,P004,2026-03-01,83.92109635273992,29.006437355809744,66.92596918731306,82,Research,Slot 5,0,1,rejected
A000264,U00311,P007,2026-03-01,53.42627446005275,49.5103496914155,66.83223014788808,77,Research,Slot 1,0,1,rejected
A000265,U00312,P005,2026-03-01,55.22171622625931,52.89012455532339,94.65576384364711,44,Research,Slot 4,1,0,accepted
A000266,U00313,P001,2026-03-01,76.82262344257057,42.69937780746851,87.01957491632326,70,Research,Slot 1,1,0,accepted
A000267,U00314,P008,2026-03-01,74.9093682720173,55.882064070400745,77.12395265819197,78,Research,Slot 2,1,0,accepted
A000268,U00315,P003,2026-03-01,35.28440091685739,33.242082165635,84.321337689269,50,Research,Slot 5,0,1,rejected
A000269,U00316,P005,2026-03-01,64.56238797367314,66.11295766910263,47.855823262224355,41,Research,Slot 1,0,1,rejected
A000270,U00317,P004,2026-03-01,65.3334555913958,40.84793587696577,94.6594308547224,49,Research,Slot 3,1,0,accepted
A000271,U00318,P004,2026-03-01,43.07729168356671,48.29614234611804,89.99095816137749,63,Research,Slot 5,0,1,rejected
A000272,U00320,P005,2026-03-01,58.12341505703799,61.623085196682,71.87176409663435,49,Research,Slot 1,0,1,rejected
A000273,U00321,P006,2026-03-01,57.286850219317024,37.834191958642904,83.41660231952626,45,Research,Slot 4,0,1,rejected
A000274,U00322,P006,2026-03-01,54.286302407122655,44.5752445006018,48.784698525749725,55,Research,Slot 5,0,1,rejected
A000275,U00323,P006,2026-03-01,76.0757830639951,49.794394426494925,55.31395865532777,44,Research,Slot 5,0,1,rejected
A000276,U00324,P008,2026-03-01,73.03064980332442,44.83393814726438,97.89183673118725,40,Research,Slot 1,1,0,accepted
A000277,U00325,P005,2026-03-01,53.142315921546825,38.86541991784739,81.90425355065285,76,Research,Slot 3,0,1,rejected
A000278,U00326,P001,2026-03-01,69.56295002091346,73.24673305852818,90.22146758548047,66,Research,Slot 5,1,0,accepted
A000279,U00327,P007,2026-03-01,57.22946899720909,54.52064010151615,76.26954748256132,49,Research,Slot 5,0,1,rejected
A000280,U00329,P007,2026-03-01,67.04654086999342,53.51424774941985,72.9078546951682,88,Research,Slot 3,0,1,rejected
A000281,U00330,P006,2026-03-01,60.68072269248621,60.287689914234804,42.331359619954476,51,Research,Slot 3,0,1,rejected
A000282,U00331,P005,2026-03-01,66.5669425966443,63.6586533518599,95.01685045168789,70,Research,Slot 4,1,0,accepted
A000283,U00332,P002,2026-03-01,56.659118412246656,56.45037855448997,100.0,87,Research,Slot 2,1,0,accepted
A000284,U00333,P007,2026-03-01,49.983334863790745,57.88143543970944,64.87586780474405,48,Research,Slot 3,0,1,rejected
A000285,U00335,P002,2026-03-01,48.35202984919765,51.019509674063364,55.798307918829764,87,Research,Slot 1,0,1,rejected
A000286,U00336,P008,2026-03-01,64.86038681642748,32.61573097179855,94.3830370476835,73,Research,Slot 1,0,1,rejected
A000287,U00337,P004,2026-03-01,64.26103130983397,50.406140869655324,95.20501883076975,84,Research,Slot 1,1,0,accepted
A000288,U00338,P007,2026-03-01,55.55330932301095,44.419136498633264,84.32586118225296,59,Research,Slot 5,0,1,rejected
A000289,U00339,P006,2026-03-01,64.4786332759928,46.611250545510146,92.52374209533606,70,Research,Slot 3,1,0,accepted
A000290,U00340,P003,2026-03-01,58.757142228375635,47.88615770182031,56.89990860704171,66,Research,Slot 3,0,1,rejected
A000291,U00341,P004,2026-03-01,60.840392090498675,30.66362958990322,83.20431792946765,86,Research,Slot 4,0,1,rejected
A000292,U00342,P002,2026-03-01,48.32348217883574,50.09140675822633,76.96759143019159,61,Research,Slot 4,0,1,rejected
A000293,U00343,P007,2026-03-01,51.24492154352838,56.28768579090712,44.71475014320828,68,Research,Slot 4,0,1,rejected
A000294,U00344,P007,2026-03-01,55.85373099428137,40.048260401007624,56.42628903583404,90,Research,Slot 5,0,1,rejected
A000295,U00345,P008,2026-03-01,60.15697795957758,52.18659306757298,68.75113114649933,81,Research,Slot 3,0,1,rejected
A000296,U00346,P002,2026-03-01,66.4577909290363,52.53729020508514,60.53679484765655,84,Research,Slot 1,0,1,rejected
A000297,U00347,P003,2026-03-01,59.58707312992717,55.56022096842291,53.64590119771263,40,Research,Slot 2,0,1,rejected
A000298,U00348,P004,2026-03-01,67.87138554003474,47.889593925853255,79.08715211198106,58,Research,Slot 2,0,1,rejected
A000299,U00349,P006,2026-03-01,68.27236107657423,61.59839966388344,73.81713531732547,47,Research,Slot 5,1,0,accepted
A000300,U00350,P008,2026-03-01,58.24705470095987,53.99317601719131,54.940338010121444,49,Research,Slot 4,0,1,rejected
A000301,U00351,P008,2026-03-01,80.15530261362825,59.63451222285541,58.548133746601195,43,Research,Slot 1,1,0,accepted
A000302,U00352,P006,2026-03-01,73.2075012782616,51.693750512716115,100.0,81,Research,Slot 1,1,0,accepted
A000303,U00353,P001,2026-03-01,76.67012705357071,53.985640658920076,82.64927016372643,42,Research,Slot 5,1,0,accepted
A000304,U00354,P006,2026-03-01,54.26717377423066,34.93874522311169,81.30567251963136,78,Research,Slot 4,0,1,rejected
A000305,U00355,P004,2026-03-01,51.06385498343946,58.9841867162715,69.94608500273134,88,Research,Slot 4,0,1,rejected
A000306,U00357,P004,2026-03-01,55.99084806455873,58.15765164989993,40.51398094814162,51,Research,Slot 1,0,1,rejected
A000307,U00359,P006,2026-03-01,55.99126043745026,56.11992631914488,76.84497298129779,72,Research,Slot 5,0,1,rejected
A000308,U00360,P006,2026-03-01,55.41292130461641,47.9140767406369,32.74325746624897,50,Research,Slot 5,0,1,rejected
A000309,U00361,P007,2026-03-01,54.52094695793065,36.641375958313866,85.92106783982426,40,Research,Slot 5,0,1,rejected
A000310,U00363,P007,2026-03-01,60.13241373527605,46.244305396915294,100.0,65,Research,Slot 4,1,0,accepted
A000311,U00366,P005,2026-03-01,54.08473321682476,46.334708175929265,91.05168649720491,67,Research,Slot 4,0,1,rejected
A000312,U00368,P004,2026-03-01,44.459240020304115,64.55260493718481,73.10760527363354,83,Research,Slot 5,0,1,rejected
A000313,U00369,P007,2026-03-01,64.34594168656783,41.01857122161462,53.692964764299994,69,Research,Slot 2,0,1,rejected
A000314,U00370,P006,2026-03-01,62.8405657052987,52.57574970889195,46.81401300609198,75,Research,Slot 4,0,1,rejected
A000315,U00371,P002,2026-03-01,45.639084874649434,47.39824650204406,100.0,85,Research,Slot 3,0,1,rejected
A000316,U00372,P006,2026-03-01,48.61919039043488,47.24993268848549,78.43570036385874,56,Research,Slot 5,0,1,rejected
A000317,U00373,P003,2026-03-01,62.10303040221996,51.98393517177487,100.0,76,Research,Slot 2,1,0,accepted
A000318,U00374,P002,2026-03-01,60.48191162945217,39.850311676822905,94.90817646614862,72,Research,Slot 5,1,0,accepted
A000319,U00375,P006,2026-03-01,50.23753548545464,47.02942792127257,49.94479985484703,59,Research,Slot 1,0,1,rejected
A000320,U00376,P006,2026-03-01,64.35078338185859,46.945299707521315,76.99127954608475,85,Research,Slot 4,0,1,rejected
A000321,U00377,P001,2026-03-01,47.9606186920223,59.99714803265441,57.480268128415105,54,Research,Slot 4,0,1,rejected
A000322,U00378,P001,2026-03-01,75.11080195135129,28.663641583411792,41.01830616847886,67,Research,Slot 4,0,1,rejected
A000323,U00379,P003,2026-03-01,71.62259597505667,44.60408779262868,91.6757010580099,50,Research,Slot 1,1,0,accepted
A000324,U00380,P002,2026-03-01,56.301709114554875,46.72063477622495,98.94910556026825,57,Research,Slot 3,1,0,accepted
A000325,U00381,P001,2026-03-01,47.05294819314451,56.42656731854876,55.75849382962694,45,Research,Slot 4,0,1,rejected
A000326,U00382,P006,2026-03-01,58.88509212874888,64.41805329015908,58.04256272947444,73,Research,Slot 2,0,1,rejected
A000327,U00383,P003,2026-03-01,63.95681556840108,57.52922665287831,67.54284889106896,64,Research,Slot 4,0,1,rejected
A000328,U00384,P001,2026-03-01,50.91230329192027,66.84524834603451,98.21400646991759,48,Research,Slot 5,1,0,accepted
A000329,U00386,P001,2026-03-01,44.03091667879459,53.10342619944954,52.18148596557337,87,Research,Slot 4,0,1,rejected
A000330,U00388,P008,2026-03-01,46.69294868669074,28.220322678053122,77.8278732276654,53,Research,Slot 4,0,1,rejected
A000331,U00389,P001,2026-03-01,50.711539829872315,41.16289564103185,70.47987053674738,65,Research,Slot 5,0,1,rejected
A000332,U00391,P008,2026-03-01,47.20838584645669,43.94131553836707,72.30496621211714,79,Research,Slot 4,0,1,rejected
A000333,U00392,P005,2026-03-01,56.026767474486384,55.34364898636383,43.12234760082473,43,Research,Slot 2,0,1,rejected
A000334,U00393,P007,2026-03-01,57.94715980503749,61.18549944255326,95.91093606255913,54,Research,Slot 4,1,0,accepted
A000335,U00394,P005,2026-03-01,61.16562349241945,71.21023601532443,81.586103667417,65,Research,Slot 2,1,0,accepted
A000336,U00395,P008,2026-03-01,69.63906934075862,49.79901248230348,87.7179942049779,51,Research,Slot 4,1,0,accepted
A000337,U00397,P004,2026-03-01,64.20584047020395,63.13885621013979,58.35829237828225,87,Research,Slot 5,0,1,rejected
A000338,U00398,P003,2026-03-01,59.42958833147058,61.839874431968894,81.44192211038842,75,Research,Slot 4,1,0,accepted
A000339,U00399,P002,2026-03-01,54.589931342171006,57.55665838744314,81.49386747048052,78,Research,Slot 3,0,1,rejected
A000340,U00400,P002,2026-03-01,80.14230474477988,56.37477471949104,52.781117287077315,44,Research,Slot 1,0,1,rejected
A000341,U00401,P006,2026-03-01,81.61224183166465,43.82512843841605,91.6257986673882,84,Research,Slot 3,1,0,accepted
A000342,U00403,P003,2026-03-01,62.935375299686406,52.49417687685042,69.25586176567964,69,Research,Slot 5,0,1,rejected
A000343,U00404,P008,2026-03-01,57.07045384236455,23.808477949466607,79.12980565525046,70,Research,Slot 4,0,1,rejected
A000344,U00405,P001,2026-03-01,43.47903205328273,43.114073467348625,82.09477272708709,60,Research,Slot 4,0,1,rejected
A000345,U00407,P005,2026-03-01,64.28342050660726,42.88537805916295,61.341664159958434,81,Research,Slot 4,0,1,rejected
A000346,U00408,P004,2026-03-01,78.67389901752533,60.08979199129904,51.15543121022908,81,Research,Slot 4,0,1,rejected
A000347,U00410,P007,2026-03-01,66.18725838104466,57.35341154197796,90.11778978650494,65,Research,Slot 2,1,0,accepted
A000348,U00411,P008,2026-03-01,69.91994826557635,46.33512019921935,90.61908104029997,64,Research,Slot 3,1,0,accepted
A000349,U00412,P006,2026-03-01,68.78723413375775,68.184839875358,67.88216389598632,50,Research,Slot 4,1,0,accepted
A000350,U00413,P002,2026-03-01,65.0458181447739,56.265383633369424,71.0782231679899,43,Research,Slot 3,0,1,rejected
A000351,U00416,P008,2026-03-01,48.61904262258002,57.50251445973931,83.64279760781658,63,Research,Slot 5,0,1,rejected
A000352,U00417,P008,2026-03-01,61.76946184893765,46.77818628951442,71.50296702415608,81,Research,Slot 5,0,1,rejected
A000353,U00418,P005,2026-03-01,46.60008930425115,61.06863589260359,57.58178308351264,67,Research,Slot 1,0,1,rejected
A000354,U00419,P007,2026-03-01,71.2624618015571,56.48943606259271,53.605552935915505,52,Research,Slot 2,0,1,rejected
A000355,U00420,P004,2026-03-01,66.80411063937483,46.075229623825834,70.30299213618528,57,Research,Slot 4,0,1,rejected
A000356,U00421,P002,2026-03-01,57.2092766465719,32.60372961315478,83.17947757323381,46,Research,Slot 2,0,1,rejected
A000357,U00424,P003,2026-03-01,66.90073676336613,60.87710426157866,50.31491562261996,46,Research,Slot 3,0,1,rejected
A000358,U00425,P001,2026-03-01,55.22147603964825,38.772633746313204,81.91618575121389,44,Research,Slot 2,0,1,rejected
A000359,U00426,P006,2026-03-01,70.23874662130004,40.04711333245205,56.94410208282617,63,Research,Slot 4,0,1,rejected
A000360,U00428,P008,2026-03-01,59.92645346351185,52.019322010659565,56.778186560613705,78,Research,Slot 3,0,1,rejected
A000361,U00429,P007,2026-03-01,55.15727037803178,37.153062989241455,69.10863814269203,89,Research,Slot 4,0,1,rejected
A000362,U00430,P001,2026-03-01,58.11797561227179,48.964131465942195,63.82300379545694,61,Research,Slot 2,0,1,rejected
A000363,U00433,P005,2026-03-01,66.89433620021923,53.14578983786724,46.13680509629671,41,Research,Slot 1,0,1,rejected
A000364,U00434,P002,2026-03-01,62.70058620962979,46.172690700715556,53.40620168360068,55,Research,Slot 3,0,1,rejected
A000365,U00435,P001,2026-03-01,59.158687594752976,53.19166776478276,57.05732678425394,58,Research,Slot 2,0,1,rejected
A000366,U00437,P005,2026-03-01,74.88394677691429,61.11622151508709,61.95672307635306,50,Research,Slot 5,1,0,accepted
A000367,U00438,P008,2026-03-01,60.909946261495655,64.54119753398427,69.23757797121057,74,Research,Slot 3,0,1,rejected
A000368,U00439,P003,2026-03-01,56.60240992352476,52.31607474168092,64.29458242798823,46,Research,Slot 2,0,1,rejected
A000369,U00440,P001,2026-03-01,60.94398563478583,40.75779282724815,64.9026553469399,44,Research,Slot 3,0,1,rejected
A000370,U00441,P008,2026-03-01,80.48631530797783,38.65334670118559,80.05402774829984,53,Research,Slot 5,1,0,accepted
A000371,U00442,P008,2026-03-01,70.62002202305571,44.73964220289407,49.863443080306894,78,Research,Slot 2,0,1,rejected
A000372,U00443,P001,2026-03-01,43.59365559714881,40.43230668295432,81.27236556476076,40,Research,Slot 1,0,1,rejected
A000373,U00445,P007,2026-03-01,73.33885745500572,74.97415126419854,62.697372695156545,88,Research,Slot 5,1,0,accepted
A000374,U00446,P004,2026-03-01,61.49918653481874,51.201202827186584,65.46006386736342,59,Research,Slot 5,0,1,rejected
A000375,U00447,P007,2026-03-01,73.5432989677456,47.552201420945366,82.85741289711197,52,Research,Slot 4,1,0,accepted
A000376,U00448,P001,2026-03-01,57.28564664437612,51.9280783839699,89.91668832009691,75,Research,Slot 1,1,0,accepted
A000377,U00450,P002,2026-03-01,52.5483222968265,48.95032292436376,51.001000098906836,52,Research,Slot 3,0,1,rejected
A000378,U00451,P006,2026-03-01,56.56794073156962,29.14207561094996,96.1279074158329,80,Research,Slot 5,0,1,rejected
A000379,U00452,P004,2026-03-01,49.63856428024803,58.567374214704586,85.87016480392387,42,Research,Slot 5,0,1,rejected
A000380,U00453,P008,2026-03-01,64.50495723778035,47.38241709778905,93.98048216509262,55,Research,Slot 2,1,0,accepted
A000381,U00455,P005,2026-03-01,77.22155097808195,42.32932544599699,90.66126537020811,57,Research,Slot 4,1,0,accepted
A000382,U00457,P001,2026-03-01,40.12024333192395,30.966795229696796,43.961617025068136,45,Research,Slot 3,0,1,rejected
A000383,U00458,P001,2026-03-01,56.17406617112622,46.20898251651253,79.43944434059803,76,Research,Slot 4,0,1,rejected
A000384,U00459,P008,2026-03-01,60.74692866593261,60.3499944212688,100.0,76,Research,Slot 4,1,0,accepted
A000385,U00460,P002,2026-03-01,66.80635001693885,50.5558694021349,60.26344490603387,42,Research,Slot 3,0,1,rejected
A000386,U00462,P004,2026-03-01,47.1061350895709,63.08517156346163,95.4156510317255,76,Research,Slot 3,1,0,accepted
A000387,U00463,P005,2026-03-01,48.93704564036737,48.77238213262112,69.86931771930207,90,Research,Slot 3,0,1,rejected
A000388,U00465,P008,2026-03-01,60.29430591677552,55.166444459359674,77.84051753865823,70,Research,Slot 5,0,1,rejected
A000389,U00466,P001,2026-03-01,79.74396744480029,34.419272641464865,67.70130413537407,42,Research,Slot 3,0,1,rejected
A000390,U00467,P001,2026-03-01,48.17983952541937,57.244207047325794,88.33495611894273,43,Research,Slot 3,0,1,rejected
A000391,U00468,P002,2026-03-01,48.41785652911025,45.293978450754416,55.29435657568108,60,Research,Slot 5,0,1,rejected
A000392,U00469,P004,2026-03-01,70.96434561876077,56.93967515204375,100.0,45,Research,Slot 4,1,0,accepted
A000393,U00470,P004,2026-03-01,54.68963049382317,55.5513224505021,82.23919099753594,59,Research,Slot 1,0,1,rejected
A000394,U00471,P008,2026-03-01,66.22878823842038,41.78781375791289,71.70274323732208,40,Research,Slot 5,0,1,rejected
A000395,U00472,P004,2026-03-01,66.72519698341021,42.18991056451816,57.92197294883341,62,Research,Slot 3,0,1,rejected
A000396,U00473,P007,2026-03-01,75.58183630762687,32.943640498376126,72.59883234919297,88,Research,Slot 1,0,1,rejected
A000397,U00475,P004,2026-03-01,71.96910948761352,44.03105215268029,63.85177812647586,58,Research,Slot 3,0,1,rejected
A000398,U00476,P006,2026-03-01,48.96815618766907,58.20553502887897,33.255305395467545,65,Research,Slot 3,0,1,rejected
A000399,U00477,P007,2026-03-01,59.46108005986865,30.52884623265381,64.08143577729528,72,Research,Slot 1,0,1,rejected
A000400,U00478,P006,2026-03-01,50.785489765710786,44.346070297145985,56.05858561194823,52,Research,Slot 5,0,1,rejected
A000401,U00479,P003,2026-03-01,54.81930980524943,46.99019687606778,37.76425832062803,60,Research,Slot 1,0,1,rejected
A000402,U00480,P004,2026-03-01,58.41348816530988,52.17579536342962,63.68562972516817,88,Research,Slot 3,0,1,rejected
A000403,U00481,P003,2026-03-01,75.00420437688149,55.730293360514054,52.313728281134104,65,Research,Slot 5,0,1,rejected
A000404,U00482,P002,2026-03-01,35.9633139889947,63.924559414830675,64.55398170978215,86,Research,Slot 4,0,1,rejected
A000405,U00484,P002,2026-03-01,76.72265904097527,42.626200965020416,35.21222876153715,62,Research,Slot 2,0,1,rejected
A000406,U00485,P004,2026-03-01,61.29607038971211,59.05989689360005,71.65815151267375,48,Research,Slot 1,0,1,rejected
A000407,U00486,P008,2026-03-01,47.47679440133179,66.95479629383811,45.16324212373421,84,Research,Slot 3,0,1,rejected
A000408,U00489,P006,2026-03-01,56.074383066701735,52.11280724441552,87.04075437928158,83,Research,Slot 1,1,0,accepted
A000409,U00490,P003,2026-03-01,64.0605612242808,47.65075728479025,100.0,46,Research,Slot 4,1,0,accepted
A000410,U00492,P008,2026-03-01,71.11664754892062,50.10962617116975,76.0648490748072,61,Research,Slot 3,1,0,accepted
A000411,U00493,P008,2026-03-01,53.27611694649748,57.123564932936254,100.0,66,Research,Slot 3,1,0,accepted
A000412,U00494,P008,2026-03-01,71.80989905305672,54.03274563037172,84.21376528330924,87,Research,Slot 1,1,0,accepted
A000413,U00495,P006,2026-03-01,50.60301580426491,53.24805825210123,100.0,72,Research,Slot 2,1,0,accepted
A000414,U00496,P007,2026-03-01,80.87993682510094,57.07714882866129,51.11630021243182,46,Research,Slot 4,0,1,rejected
A000415,U00497,P004,2026-03-01,60.00720906935976,59.71421864816206,100.0,72,Research,Slot 3,1,0,accepted
A000416,U00498,P007,2026-03-01,61.34328100267875,43.51699672655616,76.7651655478099,89,Research,Slot 2,0,1,rejected
A000417,U00499,P003,2026-03-01,62.29049738252119,50.221964972591,76.28492638341987,49,Research,Slot 1,0,1,rejected
A000418,U00501,P002,2026-03-01,92.40139148636808,58.95205235018625,97.77299411569123,41,Research,Slot 2,1,0,accepted
A000419,U00502,P008,2026-03-01,44.5041893585484,60.005108677584325,71.9719698665086,77,Research,Slot 5,0,1,rejected
A000420,U00503,P007,2026-03-01,62.92951833518835,37.98411811859482,65.24264187785329,90,Research,Slot 3,0,1,rejected
A000421,U00504,P002,2026-03-01,71.8279654331258,49.01491722482269,100.0,64,Research,Slot 3,1,0,accepted
A000422,U00505,P006,2026-03-01,64.34941038367899,46.060133187568795,73.81054690323624,70,Research,Slot 5,0,1,rejected
A000423,U00507,P004,2026-03-01,65.18793017451722,58.63528242521521,45.01693224708945,77,Research,Slot 2,0,1,rejected
A000424,U00508,P004,2026-03-01,66.40562753073525,46.630982372740405,81.7146931759039,42,Research,Slot 3,0,1,rejected
A000425,U00509,P005,2026-03-01,62.73038108166247,41.451431974544235,48.68861657869964,58,Research,Slot 1,0,1,rejected
A000426,U00510,P008,2026-03-01,61.89175738565376,40.46960841785711,67.84795423834306,50,Research,Slot 1,0,1,rejected
A000427,U00511,P008,2026-03-01,57.08510578746648,44.47104066306287,73.89208524312224,49,Research,Slot 4,0,1,rejected
A000428,U00512,P003,2026-03-01,48.11499167925465,44.02963459573995,56.536740205641884,83,Research,Slot 5,0,1,rejected
A000429,U00514,P003,2026-03-01,61.53344767602115,55.88635459796273,87.85503908696901,69,Research,Slot 4,1,0,accepted
A000430,U00515,P002,2026-03-01,61.986385838474064,48.04974111177953,92.28345213069542,45,Research,Slot 5,1,0,accepted
A000431,U00517,P003,2026-03-01,60.328192853793155,57.609767740918265,69.10188826426446,80,Research,Slot 4,0,1,rejected
A000432,U00518,P002,2026-03-01,60.745095938267724,60.25632113872582,60.13303910561889,45,Research,Slot 1,0,1,rejected
A000433,U00519,P005,2026-03-01,50.866767558777134,64.64513550266857,79.78482864136122,85,Research,Slot 3,1,0,accepted
A000434,U00521,P007,2026-03-01,74.57487511745371,58.04106528623358,86.00363279985318,54,Research,Slot 1,1,0,accepted
A000435,U00522,P007,2026-03-01,61.4130512410481,41.655712664823525,71.6256254987992,53,Research,Slot 5,0,1,rejected
A000436,U00523,P008,2026-03-01,67.38823283450365,62.80332303871728,72.36942943019302,83,Research,Slot 4,1,0,accepted
A000437,U00524,P001,2026-03-01,59.85038735059926,47.28724400152163,46.46329415713374,81,Research,Slot 3,0,1,rejected
A000438,U00525,P005,2026-03-01,64.40698801528245,41.97815330197115,83.61352360757047,49,Research,Slot 3,0,1,rejected
A000439,U00526,P001,2026-03-01,62.454040612058115,57.03313061457592,98.98448045512,89,Research,Slot 4,1,0,accepted
A000440,U00527,P005,2026-03-01,68.36975872693239,46.46021506678923,88.77676617867255,85,Research,Slot 4,1,0,accepted
A000441,U00528,P001,2026-03-01,63.499237152493926,41.046456263408004,48.66578981707377,50,Research,Slot 2,0,1,rejected
A000442,U00529,P003,2026-03-01,73.16855659619898,47.73583268654738,70.62853693033216,72,Research,Slot 1,0,1,rejected
A000443,U00530,P003,2026-03-01,56.55901971737667,48.855276282011374,60.519642593318274,73,Research,Slot 1,0,1,rejected
A000444,U00531,P002,2026-03-01,45.58354853489187,58.26702974381481,96.47755907400129,86,Research,Slot 5,1,0,accepted
A000445,U00532,P006,2026-03-01,59.03851591781211,54.55508695105434,81.46281227453815,78,Research,Slot 2,1,0,accepted
A000446,U00533,P004,2026-03-01,60.43828799460428,59.55802745112481,67.83446232891492,81,Research,Slot 1,0,1,rejected
A000447,U00534,P005,2026-03-01,44.12951345969396,50.00999703713531,57.27872783167777,73,Research,Slot 4,0,1,rejected
A000448,U00535,P008,2026-03-01,66.56740543830675,51.56759522365876,86.82800550538407,89,Research,Slot 5,1,0,accepted
A000449,U00536,P005,2026-03-01,53.59052400444669,69.69157212059147,78.35542757045957,61,Research,Slot 4,1,0,accepted
A000450,U00537,P001,2026-03-01,58.414623075835436,40.81980938361035,64.67340976649443,68,Research,Slot 3,0,1,rejected
A000451,U00538,P006,2026-03-01,62.03595096935306,54.62937404694409,54.293743317187186,90,Research,Slot 3,0,1,rejected
A000452,U00540,P001,2026-03-01,58.38045183058672,54.38412699496645,66.33838581807268,48,Research,Slot 5,0,1,rejected
A000453,U00541,P006,2026-03-01,54.62940459193817,38.89833141277323,60.326546028942715,61,Research,Slot 5,0,1,rejected
A000454,U00542,P005,2026-03-01,53.62671346059959,53.98041559468138,61.14335884627452,58,Research,Slot 1,0,1,rejected
A000455,U00544,P006,2026-03-01,67.45278330076346,50.45920492447767,82.22151682936867,63,Research,Slot 4,1,0,accepted
A000456,U00545,P006,2026-03-01,45.24588598905977,60.22512793696016,97.5643886737903,79,Research,Slot 3,1,0,accepted
A000457,U00546,P007,2026-03-01,69.73905119993228,70.54854619813167,85.88235753885948,67,Research,Slot 5,1,0,accepted
